Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape.norovirus	kappa.norovirus	ucldMean.norovirus	ucldStdev.norovirus	rate.norovirus.mean	rate.norovirus.variance	rate.norovirus.coefficientOfVariation	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
1063500000	-1.965147761652E4	-1.788827629314E4	-1.763201323383E3	-1.761066007955E4	9.877035812422E0	2.698643835769E-1	2.02452397318E1	6.688938146261E-3	5.675482233389E-1	6.792021902462E-3	1.570093252482E-5	6.04865113587E-1	-1.725310571705E3	9.306442215504E0	2.561575063305E1	6.434634658088E1	1.470911594199E1	2.396223591139E0	37	165	38	177	25
1064000000	-1.964896753706E4	-1.788725348716E4	-1.7617140499E3	-1.759917458418E4	1.010640258231E1	2.619484639226E-1	2.12158768498E1	6.270996107209E-3	5.152864077283E-1	6.364451595761E-3	1.357078468132E-5	5.788896659868E-1	-1.72971084348E3	7.714342162097E0	2.252352783144E1	2.820483547185E1	1.118144352947E1	3.71464014017E0	27	62	189	135	29
1064500000	-1.96921618533E4	-1.791552675588E4	-1.776635097425E3	-1.763164495825E4	1.222014064485E1	2.616010137076E-1	2.403693524433E1	6.52017760898E-3	6.462439581236E-1	6.428406346307E-3	2.647159636612E-5	7.707690754076E-1	-1.736523469318E3	1.637022952491E1	2.902790659163E1	8.651250646923E0	2.00959444997E1	4.415509261494E0	62	232	83	29	36
1065000000	-1.965721595434E4	-1.78872859642E4	-1.769929990132E3	-1.76027038861E4	1.155299538306E1	2.612355172515E-1	2.242194667851E1	7.164229204455E-3	6.82761935011E-1	6.80194584078E-3	3.135118363378E-5	7.779351510537E-1	-1.73383613756E3	1.532216825622E1	2.775113688454E1	3.894213463179E1	1.208073971232E1	4.192457743837E0	37	231	19	119	36
1065500000	-1.9660972469E4	-1.78522738168E4	-1.808698652196E3	-1.757074473278E4	1.254330216137E1	2.635303702833E-1	2.365022437717E1	6.297186574273E-3	7.057794217106E-1	6.183027156031E-3	2.375124267643E-5	7.452398523478E-1	-1.768751119697E3	1.161978896028E1	2.715161133106E1	1.641330436658E1	1.485198443974E1	1.882573421266E1	38	226	71	103	4
1066000000	-1.965029017154E4	-1.783150726014E4	-1.818782911403E3	-1.756233537226E4	1.239815994281E1	2.543392626935E-1	2.215486327898E1	6.964908941611E-3	7.300722665188E-1	6.352236236285E-3	2.610209219166E-5	7.512333472416E-1	-1.770435765517E3	1.107888149396E1	3.275914190474E1	1.467775103237E1	6.320865228612E0	6.788471473024E0	35	200	175	8	24
1066500000	-1.967596673776E4	-1.789382724786E4	-1.782139489896E3	-1.762927781296E4	1.102659447657E1	2.778923161106E-1	2.207140627099E1	6.439797183951E-3	6.008565532537E-1	6.658321853479E-3	1.803296083589E-5	6.346746370716E-1	-1.741436811972E3	1.107801168206E1	2.75200165421E1	1.13988511089E1	1.514724393535E1	3.719538584048E0	33	253	76	53	27
1067000000	-1.970849693546E4	-1.788103734284E4	-1.827459592618E3	-1.760413095265E4	9.817159157676E0	2.798060391653E-1	2.338950548677E1	6.445488283701E-3	5.972664231341E-1	6.631617691007E-3	1.679805485451E-5	6.177944995889E-1	-1.782280952844E3	1.4430998699E1	3.198464928307E1	1.348974589814E1	1.083049203688E1	4.150442431746E0	41	248	31	86	36
1067500000	-1.957753810848E4	-1.784171364975E4	-1.735824458735E3	-1.756625916611E4	1.258087110155E1	2.669819666481E-1	2.067815343014E1	7.187357990769E-3	6.47712637925E-1	6.906061933334E-3	2.307965163022E-5	6.581141881503E-1	-1.701171499645E3	1.128954036751E1	2.823847482679E1	1.14624966544E1	2.284086638759E0	3.432055416983E0	28	235	147	2	30
1068000000	-1.968278190733E4	-1.789327486531E4	-1.789507042016E3	-1.762174042435E4	1.280503810293E1	2.595692753918E-1	2.275424086804E1	7.118999790494E-3	5.59654298319E-1	6.525069539187E-3	1.967346214994E-5	6.371917971076E-1	-1.751106835418E3	1.1999131285E1	2.875814032297E1	1.723235840468E1	1.252657240474E1	4.328079600984E0	35	260	22	101	24
1068500000	-1.969723502693E4	-1.788078738901E4	-1.816447637928E3	-1.76058098077E4	1.043922052651E1	2.597038711955E-1	1.97926679033E1	6.635077882327E-3	5.555404149207E-1	6.359942417472E-3	1.390161419073E-5	5.68677829513E-1	-1.77120365018E3	1.457739887279E1	3.128823777839E1	5.180242760656E1	1.521050527971E1	5.066884264944E0	38	156	46	165	37
1069000000	-1.964905141307E4	-1.785253351456E4	-1.796517898513E3	-1.758154388788E4	1.198726925986E1	2.574384888452E-1	2.432316109832E1	7.169258153721E-3	6.048091157857E-1	6.799965546656E-3	2.258952956194E-5	6.689132256574E-1	-1.757842484851E3	1.269665788818E1	3.051607837802E1	1.138054505977E1	1.544045561128E1	5.981742415457E0	37	215	35	126	29
1069500000	-1.965370868196E4	-1.786187421094E4	-1.791834471027E3	-1.760048334591E4	1.213858269949E1	2.697749861599E-1	1.965237123477E1	6.804583485506E-3	5.92016336085E-1	6.744215077253E-3	1.908420274381E-5	6.390061042278E-1	-1.755906894628E3	1.6250930359E1	2.63114965253E1	2.942510572269E1	1.342098417235E1	3.472366350094E0	21	206	78	108	29
1070000000	-1.96569428638E4	-1.785594736865E4	-1.800995495154E3	-1.757777534946E4	1.268470019767E1	2.380909362776E-1	2.018277934187E1	6.45214116131E-3	6.333935720189E-1	6.248949503977E-3	2.14121705312E-5	7.032025761912E-1	-1.761008655179E3	1.466302441891E1	2.876244049076E1	1.48257294018E1	2.302437592937E1	4.71162846378E0	30	273	80	23	36
1070500000	-1.963946515466E4	-1.787070796213E4	-1.768757192533E3	-1.759731431083E4	1.020549690586E1	2.697150967809E-1	2.111694123719E1	6.366971228917E-3	6.061876641391E-1	6.196380229736E-3	1.992374564604E-5	6.821785659042E-1	-1.722668668397E3	1.278139610285E1	2.47968588364E1	6.866312656107E0	1.885757223704E1	3.709246522166E0	23	287	72	36	24
1071000000	-1.957039779893E4	-1.779803870302E4	-1.772359095912E3	-1.75293992628E4	1.298401588446E1	2.642809703507E-1	2.101071989665E1	6.555344206866E-3	6.842232757805E-1	6.617291847345E-3	2.584861805041E-5	7.604926597081E-1	-1.738414623977E3	1.158263688663E1	2.634923282322E1	8.114205563167E0	1.375178552434E1	5.476470131323E0	33	275	74	33	27
1071500000	-1.965956957427E4	-1.790748632855E4	-1.752083245717E3	-1.763057875438E4	1.25629005016E1	2.755647100724E-1	2.265832890868E1	6.917985314107E-3	6.166038219504E-1	7.093224217794E-3	2.361512241054E-5	6.740306695151E-1	-1.720094295787E3	1.180670039278E1	3.046604641081E1	7.454763384225E0	1.238770200083E1	3.618607807914E0	48	273	55	46	20
1072000000	-1.9656153269E4	-1.784657168129E4	-1.809581587706E3	-1.756774670513E4	8.742565193467E0	2.633070388235E-1	2.312245699137E1	6.399825953325E-3	6.803509494069E-1	6.305872499981E-3	1.948756279772E-5	6.863111773544E-1	-1.768585245971E3	1.032674171158E1	3.046669299555E1	8.785486135788E0	1.668727249067E1	2.745476547886E0	19	297	38	64	24
1072500000	-1.970242797175E4	-1.791615242747E4	-1.786275544281E3	-1.764890755333E4	1.255710643508E1	2.648319179178E-1	2.29477339589E1	6.969860861196E-3	5.697038682066E-1	6.763557571603E-3	1.815823806499E-5	6.16966899893E-1	-1.745507421351E3	1.718413287214E1	2.356631318032E1	3.020067015787E1	1.839032721681E1	3.783441644565E0	47	152	34	180	29
1073000000	-1.970964848292E4	-1.787310179009E4	-1.83654669283E3	-1.759385415436E4	9.506841502245E0	2.557001012675E-1	2.306015357347E1	6.27026477837E-3	5.799994790152E-1	6.439115058985E-3	1.516016587698E-5	6.189096794408E-1	-1.798006271816E3	1.520037761043E1	3.43681120429E1	2.946509030152E1	1.66834589251E1	4.089800603269E0	36	256	17	100	33
1073500000	-1.971180385698E4	-1.78752142006E4	-1.836589656374E3	-1.759632722056E4	1.083024737282E1	2.60395254353E-1	2.160448880608E1	6.613801237359E-3	6.363463090682E-1	6.637678523028E-3	1.986488155314E-5	6.667712030109E-1	-1.795070611625E3	1.002021404435E1	2.901501966986E1	1.477772272697E1	1.368281883018E1	5.162314218888E0	22	297	5	92	26
1074000000	-1.969531181685E4	-1.787983488724E4	-1.815476929604E3	-1.760732923412E4	9.978960409775E0	2.44471906472E-1	2.021597057335E1	6.638085640417E-3	6.8777750013E-1	6.502452962258E-3	2.552420721861E-5	7.58277003524E-1	-1.779198620981E3	1.921969854338E1	2.993759060516E1	9.242251244712E0	2.257475649744E1	6.808528618697E0	99	211	64	33	35
1074500000	-1.965928851265E4	-1.788555773645E4	-1.7737307762E3	-1.760839831425E4	1.038020487177E1	2.516733242691E-1	1.881466980383E1	6.780528832869E-3	5.983336852532E-1	6.710495248983E-3	1.8219110291E-5	6.379678391288E-1	-1.737777097042E3	1.037930726875E1	2.468947955036E1	7.227605239008E0	1.333932663338E1	4.293359057893E0	24	298	60	30	30
1075000000	-1.959082831215E4	-1.782249769468E4	-1.768330617463E3	-1.753768037513E4	1.073704433969E1	2.687827218198E-1	2.13824152776E1	6.892947823019E-3	6.631943060252E-1	7.007057458703E-3	2.378619275551E-5	7.146050742582E-1	-1.731917217494E3	1.117060270592E1	2.911840610578E1	1.015190729613E1	2.563149876279E1	3.658125765737E0	43	269	63	30	37
1075500000	-1.965010474629E4	-1.785866688424E4	-1.791437862056E3	-1.75940679534E4	1.462290634455E1	2.723140064483E-1	2.227738206344E1	6.614518848035E-3	5.841328655119E-1	6.145149230471E-3	1.686698836558E-5	6.213520951058E-1	-1.753371853643E3	1.412909392937E1	2.200722599672E1	2.936102336548E1	1.280482368968E1	3.710505005928E0	50	65	187	116	24
1076000000	-1.964273267517E4	-1.78692555736E4	-1.773477101564E3	-1.759724479332E4	1.148646580474E1	2.641541280143E-1	2.184064052524E1	7.343703353886E-3	6.443962292564E-1	7.185920756537E-3	2.906048853554E-5	7.318803192186E-1	-1.736908157333E3	1.248303123535E1	1.393728102231E1	3.094535909314E1	1.471518997565E1	4.404787239491E0	50	1	211	158	22
1076500000	-1.963909639439E4	-1.785504997514E4	-1.784046419247E3	-1.757420739522E4	9.789759243738E0	2.386463616129E-1	2.321880934104E1	6.486355239616E-3	5.279845382582E-1	6.698903436914E-3	1.519995151914E-5	5.806487532359E-1	-1.742529298322E3	1.164689786504E1	2.357636977982E1	3.167969877362E1	1.351880188291E1	5.160619907292E0	34	15	223	145	25
1077000000	-1.964820959994E4	-1.785151716784E4	-1.796692432092E3	-1.756790144192E4	1.297000698425E1	2.473342086379E-1	2.066786741539E1	7.186024165831E-3	5.887637333206E-1	6.967364039971E-3	2.031545267409E-5	6.319331813184E-1	-1.756145967876E3	1.374945761154E1	2.214766550646E1	3.153165964128E1	1.338563272194E1	3.521389697212E0	18	57	181	164	22
1077500000	-1.968031046924E4	-1.78863622641E4	-1.793948205145E3	-1.760682744217E4	1.359699791843E1	2.725826211242E-1	1.980700243703E1	6.473255958792E-3	5.777686837927E-1	6.682525281698E-3	1.804255561311E-5	6.364331741402E-1	-1.752227701973E3	7.441467580627E0	2.658836415705E1	3.415492487883E1	1.553870948386E1	8.778092314393E0	35	77	144	72	114
1078000000	-1.965641384312E4	-1.786366430029E4	-1.792749542826E3	-1.757983661189E4	1.2157919992E1	2.553233805929E-1	2.022619248087E1	6.410881058587E-3	6.126724376834E-1	6.447908527552E-3	1.806448320252E-5	6.583409551833E-1	-1.754802052188E3	1.353058982678E1	6.788284733753E0	8.781476732973E0	2.880853705292E1	1.17797646638E1	25	4	12	219	182
1078500000	-1.966143378537E4	-1.784420604075E4	-1.817227744622E3	-1.756662314688E4	1.519384244032E1	2.702754825052E-1	2.202405597643E1	6.590451885015E-3	5.935811625223E-1	5.910133500627E-3	1.769274720997E-5	6.433127346571E-1	-1.772388002483E3	1.970771666714E1	1.855444787165E1	3.014713894981E1	4.113880420932E1	1.418914804561E1	8	30	157	58	189
1079000000	-1.969907271147E4	-1.788778784711E4	-1.811284864359E3	-1.759654862411E4	1.082354281574E1	2.733590081258E-1	1.996538008907E1	6.589798408245E-3	5.894910030693E-1	6.63367976788E-3	1.621409901825E-5	6.183495127664E-1	-1.766022713931E3	9.635310435009E0	2.921895465863E1	5.003494736717E1	4.777302330522E1	1.480655787206E1	41	164	21	22	194
1079500000	-1.966814843135E4	-1.78642465893E4	-1.803901842053E3	-1.757487361322E4	1.175145055886E1	2.578265842868E-1	2.143438092561E1	6.933515614064E-3	6.168050037503E-1	6.641176086961E-3	2.219438071918E-5	6.745859261825E-1	-1.763189862431E3	9.483047483458E0	2.802585782449E1	2.477254986999E1	3.673460281834E1	8.071399197682E0	28	151	117	21	125
1080000000	-1.967681093213E4	-1.787130586525E4	-1.805505066881E3	-1.759974739059E4	1.316533630663E1	2.695289618556E-1	2.038076328382E1	6.926247640288E-3	5.948378129144E-1	6.587630521331E-3	1.99732312786E-5	6.402457401396E-1	-1.767393887092E3	1.67008340757E1	3.677162633609E1	4.853662936016E1	1.397667496157E1	5.242117068171E0	86	118	33	170	35
1080500000	-1.96020607365E4	-1.781538566629E4	-1.786675070206E3	-1.753579676959E4	1.319428116444E1	2.710355543629E-1	2.320862084524E1	6.24685676519E-3	6.2856637411E-1	6.395984164642E-3	1.870486558185E-5	6.734896040892E-1	-1.742481329683E3	8.030701448029E0	2.82444131173E1	6.561824053587E1	1.671579459319E1	3.345816873733E0	21	184	33	168	36
1081000000	-1.96608869077E4	-1.786134907504E4	-1.799537832661E3	-1.758914576309E4	1.248978219633E1	2.620319877193E-1	2.374785963556E1	6.921840709664E-3	5.958233827702E-1	6.824529268816E-3	2.092076907316E-5	6.534457512442E-1	-1.753629528118E3	1.16351804535E1	3.240904203947E1	2.82220004528E1	1.452665241384E1	4.701501589958E0	41	150	64	157	30
1081500000	-1.961598967668E4	-1.785087493253E4	-1.765114744144E3	-1.757837985443E4	1.303495291398E1	2.542120444591E-1	2.166155227782E1	7.250894174491E-3	6.365875912956E-1	6.904520827662E-3	2.702117451756E-5	7.007630343959E-1	-1.726533548072E3	1.701035987E1	2.596251473478E1	2.749959930296E1	1.495006700803E1	5.258107424675E0	34	177	23	187	21
1082000000	-1.964181798251E4	-1.784726741148E4	-1.79455057103E3	-1.757316595768E4	1.265374076979E1	2.649740354017E-1	2.095683161528E1	6.123810436394E-3	5.543086429352E-1	6.383451445872E-3	1.325514364311E-5	5.842662422111E-1	-1.756032241155E3	1.067890642308E1	3.425703600958E1	1.465445820512E1	5.942346400222E0	3.187091859703E0	37	212	158	30	5
1082500000	-1.958863296593E4	-1.78224008857E4	-1.766232080229E3	-1.754504294834E4	1.071065048716E1	2.885543471253E-1	2.14551438341E1	7.153285976253E-3	6.638238913937E-1	6.877176102326E-3	2.59258595289E-5	7.111462553308E-1	-1.729276981699E3	1.128283473418E1	2.614998222318E1	1.157870396998E1	4.565110937869E0	9.245167256543E0	37	239	146	19	1
1083000000	-1.974787510232E4	-1.792685513208E4	-1.82101997024E3	-1.765641954742E4	1.194869404931E1	2.903775844989E-1	2.155191117075E1	6.42326606645E-3	6.253719743032E-1	6.226552083656E-3	1.945814147781E-5	6.819423865984E-1	-1.778735942412E3	9.589788073181E0	3.383595392175E1	1.46538152757E1	1.267860978863E0	3.059933283635E0	23	218	178	10	13
1083500000	-1.964599663644E4	-1.782006559398E4	-1.825931042464E3	-1.75508685415E4	1.435656295152E1	2.598794177471E-1	2.03698993403E1	6.116310798412E-3	6.180717200565E-1	5.976230490767E-3	1.799485169652E-5	6.836315966875E-1	-1.789286703426E3	1.468351866368E1	2.975157465259E1	1.967638259491E1	1.651468718156E1	4.522513122775E0	47	205	22	146	22
1084000000	-1.965725968579E4	-1.784522264776E4	-1.812037038028E3	-1.757249812276E4	1.446516312503E1	2.635576618607E-1	2.384403386986E1	6.910219300087E-3	6.130448182195E-1	6.466696093076E-3	2.195307613265E-5	6.757956167337E-1	-1.775744774396E3	1.183968394882E1	2.882169118744E1	5.610867369768E1	1.736321520877E1	3.573621764296E0	30	175	29	173	35
1084500000	-1.967892649681E4	-1.786654920731E4	-1.812377289503E3	-1.759078901095E4	1.112597837057E1	2.635350207168E-1	2.003534763423E1	6.68185205014E-3	5.735943876493E-1	6.279946871819E-3	1.326262691449E-5	5.685312556063E-1	-1.771782057644E3	1.478273182388E1	3.358724942383E1	1.286653774459E2	1.560386834274E1	3.036624958832E0	37	179	15	191	20
1085000000	-1.974177213787E4	-1.789331153893E4	-1.848460598946E3	-1.76108492916E4	1.220624956546E1	2.658850133412E-1	2.034188518442E1	6.440532754277E-3	5.527648343719E-1	6.223963280377E-3	1.363479246904E-5	5.618115361794E-1	-1.80357849267E3	1.268129468592E1	4.028962242085E1	3.78858105998E1	1.535555961071E1	5.170215106002E0	34	16	197	165	30
1085500000	-1.97639789276E4	-1.791409315081E4	-1.849885776796E3	-1.763153275058E4	9.756847787507E0	2.587039850118E-1	2.110111434707E1	6.414004698067E-3	5.581338665156E-1	5.923717084426E-3	1.313447079526E-5	5.8622283209E-1	-1.805732818095E3	1.60262699788E1	1.239653409033E1	3.663972237895E1	1.272711681115E1	1.936040569852E0	41	11	230	155	5
1086000000	-1.974850938209E4	-1.787819784383E4	-1.870311538252E3	-1.760875768452E4	1.238535133268E1	2.715877298652E-1	1.823107826947E1	6.446188011377E-3	6.13250158998E-1	6.146659260765E-3	2.08881030281E-5	7.017292616506E-1	-1.822370741173E3	1.504592165815E1	2.998221220706E1	3.982529898327E1	1.550816988013E1	7.383380477939E0	26	191	74	119	32
1086500000	-1.968588927325E4	-1.787048290511E4	-1.815406368142E3	-1.759495045159E4	1.28564622079E1	2.631727222872E-1	2.120939569775E1	5.802203440083E-3	5.619897125344E-1	5.808973485622E-3	1.337763508084E-5	6.232768440178E-1	-1.778641984416E3	1.290543549843E1	3.306554008711E1	9.83954773798E0	1.969106317555E1	3.557621941204E0	34	262	89	24	33
1087000000	-1.967011582001E4	-1.78137934384E4	-1.856322381614E3	-1.754266502543E4	1.361663947578E1	2.791482097956E-1	1.958819768361E1	6.185342611478E-3	6.636124995355E-1	6.120571429755E-3	2.046256935088E-5	7.302537986087E-1	-1.81515411045E3	1.460466718045E1	3.763249084806E1	1.07869079983E1	1.46854896831E1	6.917959874918E0	72	223	67	48	32
1087500000	-1.968232012514E4	-1.787745792633E4	-1.804862198817E3	-1.760880803544E4	1.120085632784E1	2.681715989732E-1	2.200680964948E1	6.13113590633E-3	5.45940862779E-1	6.366894228218E-3	1.467224611323E-5	6.057363998965E-1	-1.760517107657E3	1.128833835743E1	3.464780005422E1	5.952427660838E0	1.492584957267E1	5.59045674535E0	45	261	53	48	35
1088000000	-1.959365440094E4	-1.784620379855E4	-1.747450602387E3	-1.757445340701E4	9.976433941089E0	2.734844031023E-1	1.997691482323E1	7.294067107088E-3	6.116813857574E-1	7.056286249926E-3	2.179456596775E-5	6.449660200226E-1	-1.712771442037E3	9.739013088541E0	2.532261340361E1	9.611910128676E0	1.44424731575E1	3.743802077438E0	27	304	52	33	26
1088500000	-1.96385965895E4	-1.784075028002E4	-1.797846309484E3	-1.757374600539E4	9.526972977169E0	2.949704693892E-1	2.319706987263E1	6.573239596547E-3	6.011323010926E-1	6.521991687036E-3	1.800547362271E-5	6.510529029872E-1	-1.760595847911E3	1.726741959074E1	2.887938060721E1	1.417708190879E1	1.122778069262E1	2.139460394454E0	84	244	3	88	23
1089000000	-1.964253638821E4	-1.781380703647E4	-1.828729351738E3	-1.754061944323E4	1.126956777375E1	2.505149944099E-1	2.087729672063E1	6.665004646517E-3	6.616209710888E-1	6.360034161426E-3	2.1663865993E-5	6.872566159563E-1	-1.784532055442E3	1.245801168653E1	2.818780801655E1	2.476646991454E1	1.502240473384E1	8.554558150888E0	26	204	68	109	35
1089500000	-1.96688684934E4	-1.785277920371E4	-1.816089289687E3	-1.756660358229E4	1.030841041269E1	2.861625292101E-1	1.907282649448E1	6.373655705267E-3	5.809062413232E-1	6.555441415542E-3	1.90761020784E-5	6.588995850128E-1	-1.774670388885E3	7.543844596894E0	1.370099434947E1	3.195418303574E1	1.405047261165E1	2.945092579928E0	4	25	265	127	21
1090000000	-1.962295304735E4	-1.787103865091E4	-1.751914396439E3	-1.759355190544E4	9.886021532938E0	2.750498736606E-1	2.251677862322E1	7.399960282261E-3	6.481914728481E-1	7.006290095487E-3	3.036152294933E-5	7.411811854414E-1	-1.712031064099E3	8.219400531643E0	2.408532195226E1	6.992111073127E0	1.167962105854E1	2.72439306118E0	33	307	25	47	30
1090500000	-1.967023239962E4	-1.788008942462E4	-1.790142974998E3	-1.760213956769E4	1.080651683773E1	2.752346199091E-1	2.394549219818E1	6.893704716316E-3	5.980723454063E-1	6.557746265404E-3	1.958792722356E-5	6.384602781104E-1	-1.743396561614E3	1.415424478632E1	3.507708929254E1	7.944926778128E0	1.960998491076E1	4.032671980083E0	38	270	64	40	30
1091000000	-1.968286490642E4	-1.785995289918E4	-1.822912007247E3	-1.75858970789E4	1.105791333205E1	2.570197650288E-1	2.12536891302E1	6.806229437941E-3	6.456859087451E-1	6.481954575396E-3	2.689293181749E-5	7.539764697885E-1	-1.777489196715E3	1.259530864962E1	2.762226987282E1	2.79536415597E1	1.579767279657E1	6.703614862793E0	38	94	191	92	27
1091500000	-1.963584867636E4	-1.783481381402E4	-1.801034862343E3	-1.756387317936E4	1.06258449856E1	2.785572226159E-1	2.062636852544E1	7.001268558869E-3	6.991247279452E-1	6.728431070436E-3	3.503118154738E-5	8.215156576123E-1	-1.761958669577E3	1.477458570454E1	3.161752954364E1	5.817829863073E1	1.531456576959E1	4.023999643632E0	72	214	5	128	23
1092000000	-1.963287549509E4	-1.782611614571E4	-1.806759349379E3	-1.755360613958E4	1.384549295299E1	2.601760505225E-1	2.491041911414E1	6.379061596559E-3	6.26869194223E-1	6.336343041805E-3	2.117726173149E-5	7.035024340929E-1	-1.769706163624E3	1.389376664973E1	3.164544729255E1	8.371577561963E0	1.421273089571E1	6.067907886507E0	34	286	59	35	28
1092500000	-1.971102049771E4	-1.785819880716E4	-1.852821690549E3	-1.759341433444E4	1.080831211708E1	2.674285112146E-1	2.343409163275E1	6.56803152126E-3	6.173701560362E-1	6.254813257296E-3	1.906544686196E-5	6.756930686434E-1	-1.810343185394E3	1.642880950472E1	3.29282649181E1	3.953528197517E1	1.805864029246E1	8.989731560776E0	36	163	63	139	41
