Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape.norovirus	kappa.norovirus	ucldMean.norovirus	ucldStdev.norovirus	rate.norovirus.mean	rate.norovirus.variance	rate.norovirus.coefficientOfVariation	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
492500000	-1.972684310436E4	-1.791703291213E4	-1.809810192237E3	-1.763552661012E4	1.043419600751E1	2.454871030273E-1	2.259006764653E1	6.7213734474E-3	5.585969965176E-1	6.605896263606E-3	1.533590816239E-5	5.784164277114E-1	-1.764068192559E3	1.233712416046E1	2.663049470196E1	3.14580910447E1	1.838064253299E1	3.906456606343E0	28	166	73	139	36
493000000	-1.968980836294E4	-1.784503770027E4	-1.84477066267E3	-1.756829616873E4	1.376682244614E1	2.600679432737E-1	1.839278098338E1	6.383172481363E-3	6.083067059168E-1	5.983499706529E-3	1.737010737005E-5	6.654121810463E-1	-1.80623504504E3	1.274607703494E1	3.284571069943E1	4.040081941462E1	1.904264388845E1	4.928354381121E0	40	178	38	154	32
493500000	-1.968617362827E4	-1.787183874862E4	-1.814334879655E3	-1.760182195423E4	1.142620452554E1	2.848300030632E-1	2.041668328859E1	7.041316957769E-3	5.517024622825E-1	6.846819288799E-3	1.534260575629E-5	5.644959558831E-1	-1.769768899787E3	1.038189944124E1	3.268492005849E1	4.582091054281E1	1.559269497637E1	6.939323436793E0	35	173	43	168	23
494000000	-1.967235170731E4	-1.784870878153E4	-1.823642925777E3	-1.758073752851E4	9.437530933098E0	2.651645069418E-1	2.265029139115E1	6.153531672508E-3	5.431256948489E-1	6.393121287845E-3	1.472885552597E-5	5.974542701756E-1	-1.782228322661E3	1.406917259738E1	2.401402600706E1	3.425252387481E1	1.263399562657E1	3.410763640288E0	26	43	244	99	30
494500000	-1.967279148094E4	-1.783154475308E4	-1.84124672786E3	-1.756523873323E4	1.213815046122E1	2.481622690988E-1	2.453683038638E1	6.684627994166E-3	6.247840818078E-1	6.417778531481E-3	2.034127483975E-5	6.653103839981E-1	-1.804612630258E3	2.016729271944E1	3.832992326869E1	3.109712676351E1	1.35624867391E1	5.137524326865E0	56	99	149	101	37
495000000	-1.964573024647E4	-1.785811877634E4	-1.787611470137E3	-1.759272538051E4	1.248783995128E1	2.526419743144E-1	2.184719550749E1	6.613913832849E-3	6.277841208959E-1	6.396036236625E-3	1.96046591127E-5	6.682015230103E-1	-1.747537760863E3	1.299615734997E1	3.105522492854E1	9.254027287379E0	1.201904290387E1	5.523633013189E0	36	251	27	117	11
495500000	-1.971306576825E4	-1.787750670901E4	-1.835559059236E3	-1.760359839593E4	1.13451760139E1	2.731864853729E-1	2.036847075169E1	6.484336091475E-3	5.766521241591E-1	6.434002479704E-3	1.663145603828E-5	6.164232367498E-1	-1.79937899034E3	1.420431284643E1	3.735492881413E1	1.476054891178E1	2.842494055678E1	5.785915321595E0	28	217	157	3	37
496000000	-1.966580586574E4	-1.786722159056E4	-1.798584275185E3	-1.758767952815E4	1.041897952304E1	2.573723127574E-1	2.159138893888E1	6.884555005288E-3	6.288647411201E-1	6.624609670981E-3	2.488723533681E-5	7.19290812383E-1	-1.760530054387E3	9.057455369855E0	1.974939984237E1	3.184558762341E1	1.713231876533E1	4.251345303293E0	31	30	202	145	34
496500000	-1.964077505592E4	-1.78570368797E4	-1.783738176226E3	-1.75784302827E4	1.094968040993E1	2.509213006465E-1	2.398844044314E1	6.669109306706E-3	6.10979127582E-1	6.666504121469E-3	2.004347218651E-5	6.640688652993E-1	-1.743284559279E3	1.74676197159E1	2.720315710298E1	3.805786441317E1	1.520232295239E1	3.951827789942E0	35	178	34	175	20
497000000	-1.973707473946E4	-1.788287894723E4	-1.854195792232E3	-1.761037188935E4	1.594751033854E1	2.497503302173E-1	2.124665444255E1	6.208432769384E-3	5.763006246365E-1	6.070092806327E-3	1.5754004091E-5	6.365021079948E-1	-1.817018861863E3	1.796093984337E1	3.041215049328E1	6.748206586587E1	2.221190545912E1	5.327067024389E0	53	190	1	170	28
497500000	-1.966181605037E4	-1.783855541913E4	-1.823260631241E3	-1.757464122757E4	1.193742887721E1	2.910076591753E-1	2.06067954047E1	6.073496628428E-3	6.51975275143E-1	6.126503922853E-3	1.832898753471E-5	6.946380820185E-1	-1.781292247934E3	9.683303750559E0	3.233031707826E1	7.53220209247E1	1.679296524308E1	2.607840559704E0	49	151	32	181	29
498000000	-1.965345518339E4	-1.784449576448E4	-1.808959418911E3	-1.756681237138E4	1.200935674116E1	2.464054194599E-1	2.170223959099E1	6.190673456499E-3	6.5688657519E-1	6.078934507653E-3	2.150908057332E-5	7.368163426219E-1	-1.771759577366E3	1.064384590994E1	2.953874488018E1	3.300744880644E1	1.434512321263E1	6.906836436341E0	34	211	55	114	28
498500000	-1.973269989149E4	-1.791062711658E4	-1.822072774905E3	-1.763309133843E4	1.259302711918E1	2.774987357936E-1	1.932240814924E1	6.454640591968E-3	5.48018368256E-1	6.196196388825E-3	1.538334650972E-5	5.965640194997E-1	-1.788404187516E3	1.36957384537E1	4.110056950362E1	1.635306128027E1	2.088539907997E0	3.894423102689E0	43	220	151	15	13
499000000	-1.970278651858E4	-1.784778654985E4	-1.85499996873E3	-1.756989585002E4	1.295312008424E1	2.591954824705E-1	2.374209927354E1	6.210146001518E-3	5.978935266784E-1	6.163890787365E-3	1.631216528106E-5	6.515659145355E-1	-1.805657074326E3	9.639884696142E0	3.421519453998E1	2.7930446321E1	1.694957074006E1	3.821973945482E0	46	208	41	111	36
499500000	-1.964236874668E4	-1.78351542241E4	-1.807214522579E3	-1.756799063342E4	9.437044478169E0	2.505496742168E-1	2.424822171457E1	6.812242098228E-3	6.489729240185E-1	6.424674658062E-3	2.471179037545E-5	7.451481807585E-1	-1.770299006616E3	1.738208141176E1	3.891607101792E1	6.198569726864E1	1.736348699973E1	5.334543064575E0	38	157	35	178	34
500000000	-1.964508093298E4	-1.788662349138E4	-1.758457441608E3	-1.76102149591E4	9.686325314487E0	2.503786465345E-1	2.292378878652E1	6.785737212636E-3	5.752314446123E-1	6.726769568461E-3	1.569082608813E-5	5.735937786636E-1	-1.714126262324E3	1.348596828781E1	2.722067521243E1	1.324635134197E1	1.48208130964E1	2.732325334806E0	26	247	131	16	22
500500000	-1.964455510539E4	-1.784273380158E4	-1.801821303803E3	-1.756931682774E4	1.25827274266E1	2.673624598808E-1	2.151317617004E1	6.82404047863E-3	6.471759205678E-1	6.648178446291E-3	2.365538770366E-5	7.145843357922E-1	-1.759085030579E3	1.279966120298E1	3.693396941673E1	1.851505346982E1	1.170782946157E1	4.797137336954E0	43	195	83	100	21
501000000	-1.963274593119E4	-1.782895147212E4	-1.80379445907E3	-1.754443324597E4	8.792431323714E0	2.667268241961E-1	2.134016072236E1	6.218146049241E-3	6.420805655802E-1	6.195984415806E-3	1.959330114034E-5	7.17986244417E-1	-1.761626192164E3	1.451668364018E1	2.946850830889E1	1.013239933223E1	1.443184383763E1	5.12045372296E0	38	230	42	105	27
501500000	-1.964465782865E4	-1.787584866493E4	-1.76880916372E3	-1.759863645453E4	9.170923217584E0	2.84562811398E-1	2.250571613425E1	7.385100995891E-3	6.536833969633E-1	7.216399155332E-3	2.931422726791E-5	7.135642761527E-1	-1.730290672912E3	1.198743686944E1	2.6630954303E1	1.190375652008E1	1.256181555616E1	2.586525010466E0	30	235	62	98	17
502000000	-1.962499444873E4	-1.782885779608E4	-1.796136652652E3	-1.754837716905E4	1.211753306663E1	2.735827924209E-1	2.268376552906E1	7.001913909368E-3	7.532861687015E-1	6.878856620708E-3	3.47996855792E-5	8.117397009066E-1	-1.749538994045E3	1.442239862582E1	2.96246866212E1	1.580815943463E1	1.240995824358E1	5.189264307403E0	33	221	42	118	28
502500000	-1.968650158431E4	-1.79054560438E4	-1.781045540515E3	-1.762254688742E4	1.156229064346E1	2.473181565041E-1	1.889207698845E1	6.590270951546E-3	6.170427851232E-1	6.226410411377E-3	2.400695304615E-5	7.363112166713E-1	-1.744073160639E3	1.334650429945E1	2.973652607245E1	1.541898868882E1	1.361739223569E1	5.657797200641E0	39	216	63	93	31
503000000	-1.969614844758E4	-1.785809367216E4	-1.838054775413E3	-1.75637902519E4	9.905069707745E0	2.591098451034E-1	2.152213155634E1	6.030257734335E-3	5.704240229722E-1	6.157824231187E-3	1.4534217038E-5	6.330330230019E-1	-1.803012772632E3	1.582981038896E1	3.395697297074E1	2.182178394212E1	1.669219834758E1	4.201819758366E0	43	218	45	98	38
503500000	-1.969003524712E4	-1.786718907751E4	-1.82284616961E3	-1.758414089177E4	1.350820884759E1	2.61037188755E-1	2.195130393046E1	6.333641306644E-3	6.202849048809E-1	6.10066488184E-3	1.684676288911E-5	6.44799926795E-1	-1.78454108543E3	1.863921757243E1	3.244851661012E1	4.902428607275E0	1.495459754319E1	9.429807606829E0	44	273	44	52	29
504000000	-1.962019947233E4	-1.783756923499E4	-1.782630237335E3	-1.755121513189E4	1.302044567615E1	2.770445544325E-1	2.009123474515E1	6.904516669486E-3	6.174395937698E-1	6.174139298444E-3	1.836277023123E-5	6.412980812231E-1	-1.740196260086E3	8.853034754716E0	3.298926824097E1	2.979773422131E0	1.786924533504E1	7.678665449916E0	37	274	56	43	32
504500000	-1.970099147055E4	-1.787519706279E4	-1.825794407759E3	-1.758909672932E4	1.285948762464E1	2.769563691773E-1	2.114699873347E1	6.555708481495E-3	5.996745518136E-1	6.154537308243E-3	1.729540840731E-5	6.474957622875E-1	-1.789651448142E3	1.155953309386E1	2.740251642601E1	1.737175412798E1	1.560573362307E1	5.513790853182E0	29	251	87	35	40
505000000	-1.967905921625E4	-1.78507819608E4	-1.828277255445E3	-1.757086267927E4	1.641445048032E1	2.608009923868E-1	2.198989312223E1	6.338320121681E-3	6.686382231454E-1	5.987031202146E-3	2.267954766296E-5	7.396483595261E-1	-1.789336749677E3	1.328862077831E1	3.571613142536E1	8.966776509612E0	1.378333755406E1	4.028741883434E0	45	243	18	111	25
505500000	-1.970653415358E4	-1.788233113621E4	-1.824203017367E3	-1.761384662501E4	9.945245291558E0	2.311446840772E-1	2.183619244261E1	5.911560948674E-3	5.443153380482E-1	5.920744192895E-3	1.159201076704E-5	5.705483143494E-1	-1.78145041843E3	1.453289470993E1	4.00014265745E1	3.40708101094E1	1.621565018296E1	4.509045732937E0	48	51	141	173	29
506000000	-1.967661811392E4	-1.784724718531E4	-1.829370928611E3	-1.756457385901E4	1.218585856166E1	2.65352485927E-1	1.680890005956E1	6.252198642531E-3	5.44908026773E-1	6.390222404082E-3	1.578812657526E-5	6.058859656057E-1	-1.792242814484E3	1.246106076489E1	3.124275968264E1	1.835291866299E1	1.195648263368E1	3.527152760014E0	36	231	118	32	25
506500000	-1.971556760263E4	-1.786913269085E4	-1.846434911787E3	-1.759256973896E4	9.244340602599E0	2.800144547035E-1	2.354315492588E1	6.694802795245E-3	6.35017930912E-1	6.588074479667E-3	1.942257235784E-5	6.473513041581E-1	-1.804901824678E3	1.732121935873E1	3.319124929568E1	1.400347510812E1	2.333532864371E1	4.709302514213E0	55	197	123	40	27
507000000	-1.975816737197E4	-1.792726607138E4	-1.830901300586E3	-1.765317018764E4	1.013263330887E1	2.348437802854E-1	2.468381847778E1	6.8561488547E-3	5.223907880647E-1	6.605402516205E-3	1.455278287714E-5	5.703921291646E-1	-1.794349550906E3	1.044279399777E1	2.073548279405E1	3.586036888625E1	1.594353032557E1	7.909579260482E0	3	36	194	179	30
507500000	-1.967048779442E4	-1.785471311741E4	-1.815774677017E3	-1.758444279336E4	1.142074939718E1	2.664030775747E-1	2.137675115078E1	7.386590342931E-3	6.979829083879E-1	6.634506994689E-3	2.762973815732E-5	7.387807893801E-1	-1.777243618E3	1.432705763252E1	2.449444454457E1	3.521926868144E1	1.965365720252E1	4.478442357476E0	26	71	130	177	38
508000000	-1.971004281408E4	-1.788279315288E4	-1.827249661202E3	-1.759392206742E4	1.117042621032E1	2.551013254785E-1	2.087362364976E1	6.7388904976E-3	5.73921088475E-1	6.50379700824E-3	1.563593595903E-5	5.935321625561E-1	-1.786907832187E3	1.612599436311E1	3.882875957131E1	3.820659157453E1	1.540749635624E1	5.169197486044E0	52	13	185	164	28
508500000	-1.970867443426E4	-1.789520524424E4	-1.813469190026E3	-1.762145086261E4	1.071111589726E1	2.617470610899E-1	2.167357615942E1	6.597629736024E-3	5.942532210067E-1	6.336349548031E-3	1.80371667403E-5	6.362546445596E-1	-1.771654060618E3	1.235627058521E1	3.032974047799E1	4.680346600823E1	1.644764760078E1	3.683998153286E0	25	168	41	167	41
509000000	-1.969780144641E4	-1.786064135103E4	-1.837160095379E3	-1.759325077466E4	1.209616304803E1	2.74754799537E-1	2.014945968319E1	6.932740534422E-3	5.494887213721E-1	6.520351543872E-3	1.664305219768E-5	5.900367686633E-1	-1.798079297183E3	2.364559995738E1	3.37986690219E1	2.496208859036E1	1.372687105178E1	7.596717606949E0	48	148	143	63	40
509500000	-1.976006265471E4	-1.78721653601E4	-1.887897294607E3	-1.759657956009E4	1.312611627098E1	2.729072190951E-1	2.172590985323E1	6.265448345403E-3	6.648243129252E-1	5.973373595602E-3	1.639857452461E-5	6.60850315399E-1	-1.846056659208E3	2.080073017782E1	3.526328688332E1	1.450226470766E1	1.907858150917E1	1.384668920295E1	45	218	87	48	44
510000000	-1.969251536373E4	-1.782308986653E4	-1.869425497192E3	-1.75417787894E4	1.134200282407E1	2.619703420255E-1	2.242417456372E1	6.367202407708E-3	6.45841599305E-1	6.349216331109E-3	1.881773624982E-5	6.892836593915E-1	-1.824438045714E3	1.289812625927E1	3.399836780667E1	3.199300555951E1	2.242845970957E1	5.30044855806E0	35	150	105	131	21
510500000	-1.971644978163E4	-1.779673016709E4	-1.919719614536E3	-1.752963678719E4	1.190468930391E1	2.807456088885E-1	1.981806954363E1	5.588691493262E-3	5.742076965507E-1	5.643281748402E-3	1.243928195213E-5	6.321145615021E-1	-1.874178110377E3	1.48566956586E1	2.694361288109E1	4.023879376054E1	1.89756092615E1	5.986699608092E0	40	26	222	125	29
511000000	-1.965672767378E4	-1.780716429912E4	-1.84956337466E3	-1.753595748732E4	1.235937044405E1	2.77854106443E-1	2.113374896554E1	6.609035114976E-3	6.884328555776E-1	6.202452397259E-3	2.057936718284E-5	7.086167853086E-1	-1.812224442544E3	1.905356491327E1	1.952239615969E1	3.207111125866E1	1.69283812359E1	7.708151013085E0	13	14	281	102	32
511500000	-1.967893429775E4	-1.786438478761E4	-1.814549510145E3	-1.758990801466E4	1.172078557214E1	2.664130044252E-1	2.57152980523E1	6.486343217235E-3	6.488223098657E-1	6.644323806258E-3	2.258905024561E-5	7.093971689517E-1	-1.769855840204E3	1.256023732493E1	2.76903791382E1	3.12676969939E1	1.228278534538E1	8.716334894361E0	55	33	208	121	25
512000000	-1.971671467665E4	-1.789056123473E4	-1.82615344192E3	-1.761586886154E4	1.171013870651E1	2.687505229929E-1	2.052586768279E1	6.287470069343E-3	5.849424403655E-1	6.390174745513E-3	1.88262095016E-5	6.565314992123E-1	-1.787284545223E3	1.064970696534E1	1.531534433252E1	3.351367738611E1	1.555576440502E1	5.582000648061E0	2	22	261	123	34
512500000	-1.966033750518E4	-1.786197387462E4	-1.798363630556E3	-1.75878679218E4	9.412830189529E0	2.530846125208E-1	2.11199088318E1	6.799239702815E-3	6.670178827406E-1	6.62676439577E-3	2.914129656816E-5	7.719400448489E-1	-1.759983815792E3	1.360871925567E1	2.609169347797E1	2.8595277171E1	1.121923950063E1	4.309988975332E0	43	30	228	125	16
513000000	-1.967111602303E4	-1.786008707132E4	-1.811028951715E3	-1.75819647004E4	1.101974137556E1	2.580260749074E-1	2.079873591088E1	6.557070403198E-3	5.775822910916E-1	6.406298652277E-3	1.726328312716E-5	6.318177484464E-1	-1.763142363755E3	1.29175510371E1	3.323556052488E1	2.054956374679E1	1.563639920475E1	3.789884302055E0	51	204	53	100	34
513500000	-1.96664606108E4	-1.786295988438E4	-1.803500726419E3	-1.757658773935E4	1.284965957228E1	2.892476904739E-1	2.190424162264E1	7.220406823449E-3	5.830734289835E-1	6.727654099999E-3	1.6746032028E-5	5.80880739057E-1	-1.762534207563E3	1.449501070573E1	3.479681636712E1	1.527246834956E1	3.857851667605E0	1.146885668516E1	43	222	141	26	10
514000000	-1.96517678118E4	-1.782424584208E4	-1.827521969723E3	-1.755568754614E4	1.127357240289E1	2.831752606598E-1	2.021736031732E1	6.25527593473E-3	6.572952297845E-1	6.069156338251E-3	2.193188033707E-5	7.54958762806E-1	-1.785211501777E3	9.436769171205E0	3.083651281528E1	1.989347430855E1	3.93390128735E0	5.860677885872E0	37	211	165	13	16
514500000	-1.973521708663E4	-1.789088544419E4	-1.844331642438E3	-1.761208895525E4	1.078827140423E1	2.619029369124E-1	2.362941963625E1	6.073923621454E-3	5.19629214561E-1	6.168626630956E-3	1.301341003079E-5	5.84749558535E-1	-1.802707640859E3	1.264913913642E1	3.410676270769E1	1.847688606355E1	1.508064417491E1	4.719426250028E0	34	216	129	34	29
515000000	-1.963704901362E4	-1.782471271803E4	-1.812336295586E3	-1.754030477846E4	1.193822730688E1	2.716938699764E-1	2.065063145913E1	6.866779440699E-3	5.544481169563E-1	6.77733111454E-3	1.644266613655E-5	5.905664905323E-1	-1.776346446168E3	1.444813896635E1	2.935920457834E1	4.571679666917E1	1.559382469091E1	4.947702323958E0	55	120	64	173	30
515500000	-1.965910902258E4	-1.782049587263E4	-1.83861314995E3	-1.754329638346E4	1.440302822079E1	2.565563636918E-1	2.333186569027E1	6.714204187883E-3	6.973853672866E-1	6.160832304092E-3	2.434904710348E-5	7.393295699038E-1	-1.791981639027E3	1.040272669625E1	2.958899190603E1	4.955782728164E1	1.276379981142E1	6.336234628856E0	35	183	72	129	23
516000000	-1.965815152383E4	-1.784320182671E4	-1.814949697116E3	-1.755873033637E4	1.277626537617E1	2.711759062276E-1	2.042091670539E1	6.283876828779E-3	6.591663130235E-1	5.903528280131E-3	1.706169378629E-5	6.886003330223E-1	-1.774164943433E3	1.636467131513E1	2.892696057639E1	1.980899522825E1	1.461626912783E1	3.897016373106E0	56	168	112	75	31
516500000	-1.960955845546E4	-1.779692366901E4	-1.812634786451E3	-1.751555303938E4	1.114378667396E1	2.697366248374E-1	1.973513680926E1	6.498138755291E-3	6.343162391835E-1	6.458184164287E-3	2.234081569687E-5	7.247069416705E-1	-1.773492947192E3	1.100769355024E1	3.107414100254E1	2.077802872546E1	1.646118303314E1	4.40652377057E0	35	216	121	41	29
517000000	-1.961485088148E4	-1.783496520221E4	-1.779885679269E3	-1.754757589266E4	1.148051584389E1	2.575480511926E-1	2.192852934786E1	6.615938948013E-3	6.497380978504E-1	6.609173077044E-3	2.577039142543E-5	7.422510807004E-1	-1.74194958854E3	1.295280941556E1	1.931837578537E1	2.772534917243E1	1.240183570908E1	3.578115961439E0	40	9	241	126	26
517500000	-1.971011631736E4	-1.783672157691E4	-1.873394740455E3	-1.755538794083E4	1.25115753556E1	2.662256038659E-1	2.237456291195E1	6.752723402296E-3	7.101106644433E-1	6.297614860548E-3	3.304681732743E-5	8.316535497695E-1	-1.833635839704E3	1.806334141546E1	2.941534029662E1	3.386427469291E1	1.328431826908E1	6.99158809911E0	48	11	256	102	25
518000000	-1.968149672961E4	-1.787042427888E4	-1.811072450724E3	-1.758847953653E4	1.115293632794E1	2.394328069244E-1	2.13820935145E1	6.426110128034E-3	5.424272092203E-1	6.346211917388E-3	1.622067249431E-5	6.127259157005E-1	-1.772444969592E3	1.498060221177E1	1.480995560555E1	3.34692961071E1	9.296139677336E0	4.792116311607E0	25	32	253	115	17
518500000	-1.971590287823E4	-1.787767951627E4	-1.838223361957E3	-1.759892771566E4	1.360714529517E1	2.556275683172E-1	2.074160791533E1	6.065040558676E-3	5.356735890112E-1	5.835618661343E-3	1.072213455442E-5	5.375319481683E-1	-1.796393514945E3	1.46261847521E1	3.656336191691E1	2.780889140168E1	1.324631231775E1	4.933609465143E0	46	57	197	110	32
519000000	-1.964967917435E4	-1.781872592462E4	-1.830953249726E3	-1.754187278337E4	1.375638581286E1	2.774636877382E-1	2.357986895999E1	6.540172915509E-3	6.396193593545E-1	6.190459350919E-3	1.835594906766E-5	6.694701768379E-1	-1.784011742245E3	8.169569331657E0	3.508913300447E1	3.000003868261E1	1.231752680576E1	4.211386990427E0	38	31	237	113	23
519500000	-1.96983679551E4	-1.788485351389E4	-1.813514441207E3	-1.760958257777E4	1.319421312145E1	2.539030691589E-1	2.208608455492E1	5.997420582725E-3	6.492260457476E-1	5.844995039154E-3	1.850901660239E-5	7.100933824549E-1	-1.772688852755E3	1.178709220514E1	3.798332537858E1	3.848686621285E1	1.489331973597E1	3.801652496505E0	47	71	137	162	25
520000000	-1.966995452247E4	-1.78606655476E4	-1.809288974865E3	-1.759416225399E4	1.124539181202E1	2.559666793568E-1	2.085378979142E1	6.953486798794E-3	6.983259485045E-1	6.540153691319E-3	3.255620047424E-5	7.937192561217E-1	-1.762404706881E3	9.249362998207E0	2.736828504279E1	2.605685926368E1	1.615770673414E1	4.084033766288E0	27	10	266	109	30
520500000	-1.967911343521E4	-1.786658185868E4	-1.812531576531E3	-1.757677573627E4	1.168740920633E1	2.708660837419E-1	2.086373435302E1	6.750917951603E-3	7.086492766245E-1	6.326996686928E-3	2.432353415068E-5	7.377948954072E-1	-1.774522781245E3	1.803145121271E1	2.046776810549E1	3.090399616895E1	1.283102745065E1	6.44911518374E0	36	58	213	103	32
521000000	-1.967318610779E4	-1.78648067314E4	-1.808379376393E3	-1.758599802837E4	1.317521435792E1	2.636389355167E-1	2.058331504724E1	6.87954595977E-3	6.960754530765E-1	6.682713370986E-3	2.485902850845E-5	7.241434118789E-1	-1.768954816333E3	1.075058379736E1	2.786211177777E1	3.038810263849E1	1.046573198933E1	1.098066601502E1	32	104	170	11	125
521500000	-1.968005935553E4	-1.787745417662E4	-1.80260517891E3	-1.760080323283E4	1.133808526301E1	2.880262801982E-1	1.907652371719E1	7.031697402917E-3	6.464049890589E-1	6.775764758651E-3	2.327078572701E-5	6.909062199916E-1	-1.765165778698E3	1.281102742323E1	2.701611596463E1	6.680829451312E1	1.877316694761E1	1.265896114129E1	40	153	27	84	138
522000000	-1.973438989509E4	-1.789259449937E4	-1.841795395723E3	-1.761854407067E4	1.30223054472E1	2.791518989471E-1	2.284686861798E1	6.749363982024E-3	5.658646995315E-1	6.418351347143E-3	1.460174751811E-5	5.916294754687E-1	-1.802194100786E3	1.160774718983E1	3.08399817215E1	4.250546069111E1	2.995976980876E1	1.129207176178E1	50	4	16	249	123
522500000	-1.967133065003E4	-1.787348948387E4	-1.79784116616E3	-1.760132511601E4	9.661848658265E0	2.708575730433E-1	2.219366562306E1	6.668000019847E-3	5.787890998926E-1	6.676007734919E-3	2.129828388761E-5	6.734420529204E-1	-1.753760383707E3	1.313626326393E1	3.165711853561E1	1.379081294874E1	2.598252068776E0	8.616622466982E-1	56	232	140	11	3
523000000	-1.964891199545E4	-1.788115552245E4	-1.767756472997E3	-1.761319206765E4	1.049635462463E1	2.56182840827E-1	1.966924976151E1	6.994865374342E-3	6.12396735762E-1	6.42888362509E-3	1.83060595277E-5	6.362241186877E-1	-1.730332086638E3	1.343128769008E1	2.584210971681E1	1.369771622086E1	1.106153785924E1	6.138464394819E0	38	265	32	78	29
523500000	-1.969909608469E4	-1.785523144632E4	-1.843864638372E3	-1.757642338536E4	1.147534537001E1	2.558703806682E-1	2.369929879375E1	6.459703391573E-3	6.806327064422E-1	6.113969233225E-3	1.920997342367E-5	6.953596573981E-1	-1.79740458753E3	9.341903696095E0	3.414038692741E1	1.163223185219E2	1.928013577675E1	5.243499587691E0	26	189	10	188	29
524000000	-1.966360026367E4	-1.780200355908E4	-1.861596704588E3	-1.753075755601E4	1.075346679903E1	2.705805679889E-1	2.142050384546E1	6.437402677885E-3	6.323606783294E-1	6.140812932925E-3	1.721211168938E-5	6.569462933678E-1	-1.822770119646E3	1.30984035107E1	2.06958921803E1	4.008593339577E1	1.828945363764E1	7.751814062931E0	5	57	186	155	39
524500000	-1.963983826729E4	-1.785029789828E4	-1.789540369002E3	-1.757617872428E4	9.822139901011E0	2.602245034309E-1	1.947727876349E1	6.739612143163E-3	6.610957066074E-1	6.59968547147E-3	2.060514383784E-5	6.934471175197E-1	-1.749034116241E3	1.117212440524E1	2.748014821245E1	3.849591891154E1	1.469539696022E1	4.674920727177E0	39	149	74	142	38
525000000	-1.96630749032E4	-1.788482305676E4	-1.778251846444E3	-1.760991866768E4	1.189561777349E1	2.735272425702E-1	1.786477296056E1	7.059307200272E-3	6.184763075225E-1	6.481784042997E-3	1.784042853023E-5	6.190123902026E-1	-1.73896011662E3	1.438691938532E1	3.133958069404E1	1.482305918154E1	1.016527504405E1	3.439997572747E0	60	169	178	12	23
525500000	-1.965290299053E4	-1.785853770666E4	-1.794365283876E3	-1.758095511667E4	1.061704250624E1	2.701325610924E-1	1.644973809428E1	7.161645397661E-3	6.412135270508E-1	6.804291034034E-3	2.499331458496E-5	7.0937229873E-1	-1.755016618277E3	1.470646740458E1	3.109272286627E1	1.732297907034E1	6.792102171777E0	1.0907647109E1	60	192	151	35	4
526000000	-1.963019111725E4	-1.7841066251E4	-1.789124866248E3	-1.755241392452E4	1.023343897607E1	2.695478461444E-1	1.947543763147E1	7.19391739529E-3	6.133438221169E-1	6.796030476734E-3	2.24490637602E-5	6.665300777722E-1	-1.747772828298E3	1.179444083988E1	3.538447083104E1	1.615156501499E1	4.184011419651E0	2.715713755014E0	48	206	153	15	20
526500000	-1.966428683263E4	-1.782467943832E4	-1.839607394307E3	-1.755477366253E4	1.177554137532E1	2.60265698145E-1	2.32426219057E1	6.486390625525E-3	6.361041736935E-1	6.12287256582E-3	1.582705958374E-5	6.275865762775E-1	-1.796401079796E3	1.117771425524E1	1.033794468597E1	3.13447192656E1	1.972422180778E1	5.823748042709E0	25	17	239	116	45
527000000	-1.967559115838E4	-1.783547044907E4	-1.840120709318E3	-1.756406155122E4	1.076465320336E1	2.661817113991E-1	2.225964093268E1	6.472054643095E-3	5.928677706809E-1	6.285912375314E-3	1.449094178517E-5	6.018602151518E-1	-1.798287029012E3	1.632948779753E1	3.487960283338E1	3.963356451056E1	1.346417641925E1	2.622037599611E0	69	219	2	142	10
527500000	-1.97700474068E4	-1.786241320785E4	-1.907634198955E3	-1.760048565471E4	1.363277443415E1	2.735145115146E-1	2.086756868502E1	6.306898892468E-3	6.136580676892E-1	5.822794609607E-3	1.703596474659E-5	6.701306456722E-1	-1.865758003808E3	1.459564382225E1	4.046857790709E1	6.959218811349E1	1.794427918602E1	6.756917547469E0	37	152	44	176	33
528000000	-1.974226321695E4	-1.783808378869E4	-1.904179428267E3	-1.755780417323E4	1.594611398906E1	2.647065482829E-1	2.395482841772E1	5.549224273541E-3	5.458543378782E-1	5.398133388637E-3	1.156656433726E-5	5.998626133527E-1	-1.858004875365E3	1.198259576327E1	1.205777934717E1	3.83390344486E1	7.364248941677E1	1.230685753977E1	13	34	218	15	162
528500000	-1.970315497299E4	-1.782491600839E4	-1.878238964608E3	-1.75554430867E4	1.346274867056E1	2.493741761439E-1	2.137233625099E1	6.210822505415E-3	6.832648337102E-1	5.783365477447E-3	1.865193875532E-5	7.175866880066E-1	-1.830387098508E3	1.319878833215E1	2.821351386953E1	3.263900085544E1	3.201112219114E1	1.237950638561E1	45	32	68	167	130
